iata_code,name,type,iso_country,municipality,latitude,longitude
OLN,Colonia Sarmiento Airport,small_airport,AR,Sarmiento,-45.582371, -68.999841
ARP,Aragip Airport,small_airport,PG,,-9.88333333333, 149.483333333
ASZ,Asirim Airport,small_airport,PG,,-6.009722222220001, 150.368611111
ATN,Namatanai Airport,small_airport,PG,Namatanai,-3.6695, 152.438
ATP,Aitape Airport,small_airport,PG,Aitape,-3.1436111111100002, 142.346805556
LYT,Lady Elliot Island Airstrip,small_airport,AU,Lady Elliot Island,-24.1129, 152.7156
GYZ,Gruyere Airport,small_airport,AU,Cosmo Newbery,-28.034548, 123.81506
KQR,Karara Airport,small_airport,AU,Karara,-29.217223, 116.687154
AGW,Agnew Airport,small_airport,AU,Agnew,-12.1456, 142.149369
AYD,Alroy Downs Airport,small_airport,AU,Alroy Downs,-19.2908, 136.078995
BYX,Baniyala Airport,small_airport,AU,Baniyala,-13.1981, 136.227005
COB,Coolibah Airport,small_airport,AU,Coolibah,-15.548299789428711, 130.96200561523438
CRJ,Coorabie Airport,small_airport,AU,Coorabie,-31.894399642944336, 132.29600524902344
CRY,Carlton Hill Airport,small_airport,AU,Carlton Hill,-15.501899719238281, 128.53399658203125
CSD,Cresswell Downs Airport,small_airport,AU,Cresswell Downs,-17.947999954223633, 135.91600036621094
DYM,Diamantina Lakes Airport,small_airport,AU,Diamantina Lakes,-23.761699676513672, 141.14500427246094
HIS,Hayman Island Resort Seaplane Base,seaplane_base,AU,Hayman Island,-20.059999465942383, 148.88099670410156
HLV,Helenvale Airport,small_airport,AU,Helenvale,-15.685799598693848, 145.21499633789062
KBD,Kimberley Downs Airport,small_airport,AU,Kimberley Downs,-17.39780044555664, 124.3550033569336
KGR,Kulgera Airport,small_airport,AU,Ghan,-25.8428, 133.292007
MYO,Camballin Airport,small_airport,AU,Myroodah,-18.12470054626465, 124.27200317382812
OKB,Orchid Beach Airport,small_airport,AU,Orchid Beach,-24.959400177002, 153.31500244141
PEP,Peppimenarti Airport,small_airport,AU,Peppimenarti,-14.1442, 130.091003
RDA,Rockhampton Downs Airport,small_airport,AU,Rockhampton Downs,-18.95330047607422, 135.2010040283203
SSK,Sturt Creek Airport,small_airport,AU,Sturt Creek,-19.166400909423828, 128.1739959716797
SWB,Shaw River Airport,small_airport,AU,Shaw River,-21.510299682617188, 119.36199951171875
TPR,Tom Price Airport,small_airport,AU,Tom Price,-22.746000289900003, 117.869003296
TWP,Torwood Airport,small_airport,AU,Torwood,-17.363300323486328, 143.75
ZVG,Springvale Airport,small_airport,AU,Springvale,-17.78689956665039, 127.66999816894531
AUI,Aua Island Airport,small_airport,PG,Aua Island,-1.46055555556, 143.064722222
AUJ,Ambunti Airport,small_airport,PG,Ambunti,-4.21566666667, 142.823166667
AUP,Agaun Airport,small_airport,PG,,-9.930833, 149.385667
AUV,Aumo Airport,small_airport,PG,Aumo,-5.731111111110001, 148.445277778
AWE,Alowe Airport,small_airport,GA,Wonga Wongué Presidential Reserve,-0.545, 9.444
AXF,Alxa Left Banner Bayanhot Airport,medium_airport,CN,Bayanhot,38.74831, 105.58858
AXO,Pantar Kabir Airport,small_airport,ID,Kabir,-8.244832, 124.219108
KPM,Kompiam Airport,small_airport,PG,,-5.38166666667, 143.924722222
BUA,Buka Airport,medium_airport,PG,Buka Island,-5.4223198890686035, 154.67300415039062
BRP,Biaru Airport,small_airport,PG,Biaru,-7.6693, 146.7594
CMU,Chimbu Airport,medium_airport,PG,Kundiawa,-6.024290084838867, 144.9709930419922
MDM,Munduku Airport,small_airport,PG,Munduku,-4.6204, 143.4516
KPF,Kondobol Airport,small_airport,PG,Kondobol,-8.5336, 142.5049
DNU,Dinangat Airport,small_airport,PG,Dinangat,-6.1546, 146.6772
DOI,Doini Airport,small_airport,PG,Castori Islets,-10.7009, 150.7218
DAU,Daru Airport,medium_airport,PG,Daru,-9.08676, 143.207993
EMS,Embessa Airport,small_airport,PG,Embessa,-9.447, 148.7628
XYR,Edwaki Airport,small_airport,PG,Yellow River Mission,-3.883986, 141.792234
EPT,Eliptamin Airport,small_airport,PG,Eliptamin,-5.0412, 141.6779
EGA,Engati Airstrip,small_airport,PG,Engati,-6.9179, 146.1053
EMO,Emo River Airstrip,small_airport,PG,Emo Mission,-9.1234, 148.0415
ERU,Erume Airport,small_airport,PG,Erume,-8.2538, 146.9747
MFZ,Meselia Airport,small_airport,PG,Demgulu,-6.1364, 149.1183
FRQ,Feramin Airport,small_airport,PG,Feramin,-5.208, 141.6988
FAQ,Frieda River Airport,small_airport,PG,Frieda River,-4.610468, 141.960138
FUM,Fuma Airport,small_airport,PG,Fuma,-6.3933, 142.4408
GKA,Goroka Airport,medium_airport,PG,Goronka,-6.081689834590001, 145.391998291
GUG,Guari Airport,small_airport,PG,Guari,-8.1286, 146.8722
GRL,Garasa Airport,small_airport,PG,Au,-7.980713, 147.213461
GUR,Gurney Airport,medium_airport,PG,Gurney,-10.3114995956, 150.333999634
GAP,Gusap Airport,small_airport,PG,Gusap,-6.053196, 145.959047
PNP,Girua Airport,medium_airport,PG,Popondetta,-8.80453968048, 148.309005737
GBC,Gasuke Airport,small_airport,PG,Gasuke,-6.1028, 141.7393
HBD,Habi Airport,small_airport,PG,Habi,-6.32, 142.4893
HNI,Heiweni Airport,small_airport,PG,Heiweni,-7.4223, 146.4276
HNN,Honinabi Airport,small_airport,PG,Honinabi,-6.2457, 142.1771
HKN,Hoskins Airport,medium_airport,PG,Kimbe,-5.463846, 150.407327
HIT,Haivaro Airport,small_airport,PG,Haivaro,-6.9406, 143.059
IMN,Imane Airport,small_airport,PG,Imane,-6.7524, 146.1072
KGM,Kungim Airport,small_airport,PG,Kungim,-5.671, 141.03
IMD,Imonda Airport,small_airport,PG,Imonda,-3.328, 141.1573
KIE,Aropa Airport,small_airport,PG,Kieta,-6.305417, 155.728139
IAL,Ialibu Airport,small_airport,PG,Ialibu,-6.2782, 143.9944
WIU,Witu Airport,small_airport,PG,Garove Island,-4.689522, 149.440112
KGH,Yongai Airport,small_airport,PG,Yongai,-8.5289, 147.4603
LSA,Losuia Airport,small_airport,PG,Losuia,-8.505820274353027, 151.08099365234375
KPA,Kopiago Airport,small_airport,PG,Kopiago,-5.3883, 142.4977
UNG,Kiunga Airport,small_airport,PG,Kiunga,-6.1257100105285645, 141.28199768066406
KNE,Kanainj Airport,small_airport,PG,Kanainj,-5.2903, 144.7072
KRI,Kikori Airport,small_airport,PG,Kikori,-7.424379825592041, 144.2500762939453
KMA,Kerema Airport,medium_airport,PG,Kerema,-7.96361017227, 145.770996094
KRX,Kar Kar Airport,small_airport,PG,Kar Kar Island,-4.557, 145.9404
KUQ,Kuri Airport,small_airport,PG,Kuri,-7.135083, 143.276111
KVG,Kavieng Airport,medium_airport,PG,Kavieng,-2.57940006256, 150.807998657
LNV,Londolovit Airport,small_airport,PG,Londolovit,-3.04361009598, 152.628997803
LAB,Lab Lab Airport,small_airport,PG,Lab Lab Mission,-5.7204, 148.0566
LWI,Lowai Airport,small_airport,PG,Lowai,-6.3344, 146.6458
LPN,Leron Plains Airport,small_airport,PG,Leron Plains,-6.3917, 146.3434
LNG,Lese Airport,small_airport,PG,Lese,-8.2799, 146.2765
LSJ,Long Island Airport,small_airport,PG,Long Island,-5.3604, 147.0177
AYM,Yas Island Seaplane Base,seaplane_base,AE,Abu Dhabi,24.467, 54.6103
MRM,Manari Airport,small_airport,PG,Manari,-9.1908, 147.6219
OBM,Morobe Airport,small_airport,PG,Morobe,-7.74, 147.59
MAG,Madang Airport,medium_airport,PG,Madang,-5.20707988739, 145.789001465
HGU,Mount Hagen Kagamuga Airport,medium_airport,PG,Mount Hagen,-5.828212, 144.299412
GUV,Mougulu Airport,small_airport,PG,Mougulu,-6.280859, 142.420775
MDU,Mendi Airport,medium_airport,PG,Mendi,-6.14774, 143.656998
MAS,Momote Airport,medium_airport,PG,Manus Island,-2.06189, 147.423996
MXH,Moro Airport,small_airport,PG,Moro,-6.36332988739, 143.238006592
MIS,Misima Island Airport,small_airport,PG,Misima Island,-10.689200401299999, 152.837997437
MWG,Marawaka Airport,small_airport,PG,Marawaka,-6.9736, 145.8849
NKN,Nankina Airport,small_airport,PG,Gwarawon,-5.837, 146.4533
GBF,Negarbo(Negabo) Airport,small_airport,PG,Negarbo,-6.567778, 144.703058
MFO,Manguna Airport,small_airport,PG,Manguna,-5.577778, 151.792333
KSB,Kasonombe Airport,small_airport,PG,Kasonombe,-6.3819, 146.9859
NMN,Nomane Airport,small_airport,PG,Namane,-6.32183, 145.070667
NBA,Nambaiyufa Airport,small_airport,PG,Nambaiyufa,-6.2412, 145.2424
LAE,Nadzab Airport,medium_airport,PG,Lae,-6.569803, 146.725977
KGB,Konge Airport,small_airport,PG,Konge,-6.2239, 147.2152
OKP,Oksapmin Airport,small_airport,PG,Oksapmin,-5.2261, 142.2259
HOC,Komako Airport,small_airport,PG,Komako,-7.3984, 145.8827
KCJ,Komaio Airport,small_airport,PG,Komaio,-7.2714, 143.5952
KDE,Koroba Airport,small_airport,PG,Koroba,-5.6952, 142.7441
OPB,Open Bay Airport,small_airport,PG,Maitanakunai,-4.794727, 151.696195
PGB,Pangoa Airport,small_airport,PG,Pangoa,-7.0226, 141.5605
PGN,Pangia Airport,small_airport,PG,Pangia,-6.386, 144.1084
MPF,Mapoda Airport,small_airport,PG,Mapoda,-7.979, 143.1694
PMN,Pumani Airport,small_airport,PG,Pumani,-9.7469, 149.4766
POM,Port Moresby Jacksons International Airport,large_airport,PG,Port Moresby,-9.443380355834961, 147.22000122070312
SPH,Sopu Airport,small_airport,PG,Sopu,-8.3038, 147.1659
SXA,Sialum Airport,small_airport,PG,Sialum,-6.0908, 147.5955
RMN,Rumginae Airport,small_airport,PG,,-5.89722222222, 141.271666667
KMR,Karimui Airport,small_airport,PG,Karimui,-6.4921, 144.823
MWI,Maramuni Airport,small_airport,PG,Maramuni,-5.13, 143.4829
MRH,May River Airstrip,small_airport,PG,May River,-4.3615, 141.785
SBE,Suabi Airport,small_airport,PG,,-6.10444444444, 142.278333333
NIS,Simberi Airport,small_airport,PG,Simberi Island,-2.66222222222, 151.997777778
SIL,Sila Airport,small_airport,PG,Sila Mission,-9.07355555556, 148.38925
SBV,Sabah Airport,small_airport,PG,Sabah,-5.5765, 155.0489
SIM,Simbai Airport,small_airport,PG,Simbai,-5.278611111110001, 144.544722222
SBC,Selbang Airport,small_airport,PG,Selbang,-5.315, 141.752
SPV,Sepik Plains Airport,small_airport,PG,Sepik Plains,-3.8821, 143.6734
SXW,Sauren Airport,small_airport,PG,Sauren,-5.9701, 148.8543
MBV,Masa Airport,small_airport,PG,Masa,-6.345, 147.591
TIZ,Tari Airport,small_airport,PG,Tari,-5.84499979019, 142.947998047
TBG,Tabubil Airport,small_airport,PG,Tabubil,-5.27861, 141.225998
TPI,Tapini Airport,small_airport,PG,Tapini,-8.35666666667, 146.989166667
RAB,Tokua Airport,medium_airport,PG,Kokopo,-4.34046, 152.380005
TKW,Tekin Airport,small_airport,PG,Tekin,-5.24366666667, 142.165194444
TEP,Tep Tep Airport,small_airport,PG,Teptep,-5.9553, 146.5595
TSW,Tsewi Airport,small_airport,PG,Tsewi,-7.0695, 146.1272
TRJ,Tarakbits Airport,small_airport,PG,Tarakbits,-5.614, 141.0421
TWY,Tawa Airport,small_airport,PG,Tawa,-7.4463, 146.1067
TKB,Tekadu Airport,small_airport,PG,Tekadu,-7.6808, 146.5503
AYU,Aiyura Airport,small_airport,PG,Aiyura Valley,-6.33805555556, 145.904166667
UMC,Umba Airport,small_airport,PG,Umba,-7.0214, 145.966
URU,Uroubi Airport,small_airport,PG,Uroubi,-9.5162, 148.5591
UPR,Upiara Airport,small_airport,PG,Upiara,-8.5411, 142.6503
UVO,Uvol Airport,small_airport,PG,Uvol,-6.0178, 150.9557
TLW,Talasea Airport,small_airport,PG,Talasea,-5.2726, 150.0089
TCJ,Torembi Airport,small_airport,PG,Torembi,-4.0165, 143.1329
VAI,Vanimo Airport,medium_airport,PG,Vanimo,-2.6926, 141.3028
TON,Tonu Airport,small_airport,PG,Tonu,-6.6552, 155.4326
WAO,Wabo Airport,small_airport,PG,Wabo,-6.98944444444, 145.075111111
WBM,Wapenamanda Airport,medium_airport,PG,Wapenamanda,-5.635293, 143.892231
WAJ,Wawoi Falls Airport,small_airport,PG,Wavoi Falls,-6.9523, 142.6557
WWK,Wewak International Airport,medium_airport,PG,Wewak,-3.58383011818, 143.669006348
WOA,Wonenara Airport,small_airport,PG,Wonenara,-6.796861111110001, 145.891944444
WKN,Wakunai Airport,small_airport,PG,Wakunai,-5.8603, 155.2223
WSU,Wasu Airport,small_airport,PG,Wasu,-5.96170944919, 147.19822526
WTP,Woitape Airport,small_airport,PG,Fatima Mission,-8.54583333333, 147.2525
WUG,Wau Airport,small_airport,PG,Wau,-7.345556, 146.718611
YVD,Yeva Airport,small_airport,PG,Yeva,-7.548, 146.188
SMJ,Sim Airport,small_airport,PG,Sim,-7.75, 146.9273
WEP,Weam Airport,small_airport,PG,Weam,-8.6184, 141.1381
AYY,Arugam Bay SPB,seaplane_base,LK,Pottuvil,6.86, 81.82388888890002
KYX,Yalumet Airport,small_airport,PG,Yalumet,-6.09, 147.0117
KSX,Yasuru Airport,small_airport,PG,Yasuru,-6.6015, 146.1813
WUM,Wasum Airport,small_airport,PG,Wasum,-6.0491, 149.337
ZXT,Zabrat Airport,medium_airport,AZ,Baku,40.4955422161, 49.9768066406
FZL,Fuzuli International Airport,small_airport,AZ,Fuzuli,39.594578, 47.196128
HAE,Lava Falls Heliport,heliport,US,Supai Village,36.191600799599996, -113.092002869
AZB,Amazon Bay Airport,small_airport,PG,,-10.2991666667, 149.338333333
AZJ,Zhenjiang Dalu Airport,small_airport,CN,Zhenjiang,32.23649, 119.718683
BAJ,Bali Airport,small_airport,PG,Unea Island,-4.8833333333299995, 149.133333333
BCP,Bambu Airport,small_airport,PG,Bambu,-5.863611111110001, 146.4925
BCW,Benguera Island Airport,medium_airport,MZ,Benguera Island,-21.853300094604492, 35.43830108642578
BCZ,Milyakburra Airport,small_airport,AU,Bickerton Island,-13.780833333299999, 136.201666667
ILL,Willmar Municipal Airport John L Rice Field (2006),small_airport,US,Willmar,45.117552, -95.132259
BDZ,Baindoung Airport,small_airport,PG,,-6.34722222222, 146.942222222
HKV,Malevo Airfield,small_airport,BG,Haskovo,41.871799, 25.604799
JAM,Bezmer Air Base,medium_airport,BG,Yambol,42.4548988342, 26.3521995544
JEG,Aasiaat Airport,medium_airport,GL,Aasiaat,68.721802, -52.784698
AOQ,Aappilattoq Heliport,heliport,GL,Aappilattoq,72.88703, -55.596287
AGM,Tasiilaq Heliport,heliport,GL,Tasiilaq,65.612296, -37.618335
QGQ,Attu Heliport,heliport,GL,Attu,67.940663, -53.62187
UAK,Narsarsuaq Airport,medium_airport,GL,Narsarsuaq,61.1605, -45.425999
JCH,Qasigiannguit Heliport,heliport,GL,Qasigiannguit,68.822816, -51.173447
CNP,Neerlerit Inaat Airport,small_airport,GL,Neerlerit Inaat,70.743103, -22.650499
QFG,Eqalugaarsuit Heliport,heliport,GL,Eqalugaarsuit,60.61972, -45.914062
GOH,Nuuk Airport,medium_airport,GL,Nuuk,64.193022, -51.676512
JGO,Qeqertarsuaq Heliport,heliport,GL,Qeqertarsuaq,69.251182, -53.514876
IKE,Ikerasak Heliport,heliport,GL,Ikerasak,70.498145, -51.303084
QFI,Iginniarfik Heliport,heliport,GL,Iginniarfik,68.147226, -53.173528
QRY,Ikerassaarsuk Heliport,heliport,GL,Ikerassaarsuk,68.140881, -53.441459
XIQ,Ilimanaq Heliport,heliport,GL,Ilimanaq,69.080915, -51.114315
IUI,Innarsuit Heliport,heliport,GL,Innarsuit,73.199895, -56.010817
IOQ,Isortoq Heliport,heliport,GL,Isortoq,65.547792, -38.976552
QJI,Ikamiut Heliport,heliport,GL,Ikamiut,68.634253, -51.832262
JJU,Qaqortoq Heliport,heliport,GL,Qaqortoq,60.715684, -46.029919
JAV,Ilulissat Airport,small_airport,GL,Ilulissat,69.243202, -51.057098
QPW,Kangaatsiaq Heliport,heliport,GL,Kangaatsiaq,68.312657, -53.460208
KUS,Kulusuk Airport,medium_airport,GL,Kulusuk,65.573601, -37.1236
KUZ,Kuummiut Heliport,heliport,GL,Kuummiut,65.863935, -36.997919
KHQ,Kullorsuaq Heliport,heliport,GL,Kullorsuaq,74.57805, -57.226828
KGQ,Kangersuatsiaq Heliport,heliport,GL,Kangersuatsiaq,72.381092, -55.536586
QJE,Kitsissuarsuit Heliport,heliport,GL,Kitsissuarsuit,68.857926, -53.123295
IOT,Illorsuit Heliport,heliport,GL,Illorsuit,71.241944, -53.562877
JSU,Maniitsoq Airport,small_airport,GL,Maniitsoq,65.412498, -52.9394
JNN,Nanortalik Heliport,heliport,GL,Nanortalik,60.141884, -45.232977
JUU,Nuugaatsiaq Heliport,heliport,GL,Nuugaatsiaq,71.538769, -53.205038
JNS,Narsaq Heliport,heliport,GL,Narsaq,60.917283, -46.059923
NIQ,Niaqornat Heliport,heliport,GL,Niaqornat,70.789385, -53.662945
NSQ,Nuussuaq Heliport,heliport,GL,Nuussuaq,74.109853, -57.065037
JFR,Paamiut Airport,small_airport,GL,Paamiut,62.014736, -49.670937
PQT,Qeqertaq Heliport,heliport,GL,Qeqertaq,69.995861, -51.300917
NAQ,Qaanaaq Airport,small_airport,GL,Qaanaaq,77.488602, -69.388702
OBY,Ittoqqortoormiit Heliport,heliport,GL,Ittoqqortoormiit,70.488229, -21.97168
SFJ,Kangerlussuaq Airport,medium_airport,GL,Kangerlussuaq,67.010446, -50.715294
SRK,Siorapaluk Heliport,heliport,GL,Siorapaluk,77.786517, -70.638657
QOQ,Saarloq Heliport,heliport,GL,Saarloq,60.537778, -46.024722
JHS,Sisimiut Airport,medium_airport,GL,Sisimiut,66.951302, -53.729301
SAE,Saattut Heliport,heliport,GL,Saattut,70.811172, -51.63129
SVR,Savissivik Heliport,heliport,GL,Savissivik,76.018613, -65.117683
TQA,Tasiusaq Heliport,heliport,GL,Tasiusaq,73.373055, -56.06028
THU,Thule Air Base,medium_airport,GL,Pituffik,76.531197, -68.703201
TQI,Tiniteqilaaq Heliport,heliport,GL,Tiniteqilaaq,65.892027, -37.783409
JUV,Upernavik Airport,small_airport,GL,Upernavik,72.790199, -56.1306
UMD,Uummannaq Heliport,heliport,GL,Uummannaq,70.680428, -52.11163
JQA,Qaarsut Airport,small_airport,GL,Uummannaq,70.7342, -52.696201
JUK,Ukkusissat Heliport,heliport,GL,Ukkusissat,71.049438, -51.890016
BHL,Bahía de los Ángeles Airport,small_airport,MX,Ensenada,28.9786, -113.560997
BHT,Brighton Downs Airport,small_airport,AU,,-23.3638888889, 141.562777778
AEY,Akureyri Airport,medium_airport,IS,Akureyri,65.66000366210938, -18.07270050048828
BIU,Bildudalur Airport,small_airport,IS,Bildudalur,65.64129638671875, -23.546199798583984
BGJ,Borgarfjörður eystri Airport,small_airport,IS,Borgarfjörður eystri,65.516769, -13.81578
BJD,Bakkafjörður Airport,small_airport,IS,Bakkafjörður,66.02189636230469, -14.824399948120117
BLO,Hjaltabakki Airport,small_airport,IS,Blönduós,65.6449966430664, -20.287500381469727
BQD,Búðardalur Airport,small_airport,IS,Búðardalur,65.07530212402344, -21.80030059814453
BXV,Breiðdalsvík Airport,small_airport,IS,Breiðdalsvík,64.790037, -14.043927
DJU,Djúpivogur Airport,small_airport,IS,Djúpivogur,64.642372, -14.277297
EGS,Egilsstaðir Airport,medium_airport,IS,Egilsstaðir,65.2833023071289, -14.401399612426758
FAS,Fáskrúðsfjörður Airport,small_airport,IS,Fáskrúðsfjörður,64.931456, -14.047957
FAG,Fagurhólsmýri Airport,small_airport,IS,Fagurhólsmýri,63.874698638916016, -16.64109992980957
GUU,Grundarfjörður Airport,small_airport,IS,Grundarfjörður,64.99140167236328, -23.224700927734375
GJR,Gjögur Airport,small_airport,IS,Gjögur,65.99530029296875, -21.326900482177734
GRY,Grímsey Airport,small_airport,IS,Grímsey,66.5458, -18.0173
HVK,Hólmavík Airport,small_airport,IS,Hólmavík,65.70469665527344, -21.696399688720703
HFN,Hornafjörður Airport,medium_airport,IS,Höfn,64.295601, -15.2272
FLI,Holt Airport,small_airport,IS,Flateyri,66.0141804294, -23.4416913986
HZK,Húsavík Airport,medium_airport,IS,Húsavík,65.952301, -17.426001
HVM,Krókstaðarmelar Airport,small_airport,IS,Hvammstangi,65.26640319824219, -20.846900939941406
HLO,Ingjaldssanður Airport,small_airport,IS,Onundarfjörður,66.05000305175781, -23.69610023498535
IFJ,Ísafjörður Airport,medium_airport,IS,Ísafjörður,66.05809783935547, -23.135299682617188
KEF,Keflavik International Airport,large_airport,IS,Reykjavík,63.985001, -22.6056
OPA,Kópasker Airport,small_airport,IS,Kópasker,66.31079864501953, -16.466699600219727
SAK,Sauðárkrókur Airport,small_airport,IS,Sauðárkrókur,65.73169708249999, -19.572799682599996
NOR,Norðfjörður Airport,small_airport,IS,Norðfjörður,65.13189697265625, -13.746399879455566
OFJ,Ólafsfjörður Airport,small_airport,IS,Ólafsfjörður,66.08329772949219, -18.66670036315918
PFJ,Patreksfjörður Airport,small_airport,IS,Patreksfjörður,65.555801, -23.965
RHA,Reykhólar Airport,small_airport,IS,Reykhólar,65.45262908935547, -22.20611572265625
OLI,Rif Airport,small_airport,IS,Rif,64.9113998413, -23.8230991364
RFN,Raufarhöfn Airport,small_airport,IS,Raufarhöfn,66.40640258789062, -15.918299674987793
RKV,Reykjavik Airport,medium_airport,IS,Reykjavik,64.1299972534, -21.9405994415
MVA,Reykjahlíð Airport,small_airport,IS,Myvatn,65.65579986572266, -16.918100357055664
SIJ,Siglufjörður Airport,medium_airport,IS,Siglufjörður,66.137847, -18.908157
SYK,Stykkishólmur Airport,small_airport,IS,Stykkishólmur,65.05809783935547, -22.794200897216797
TEY,Þingeyri Airport,small_airport,IS,Þingeyri,65.87030029296875, -23.559999465942383
THO,Þórshöfn Airport,small_airport,IS,Þórshöfn,66.218498, -15.3356
VEY,Vestmannaeyjar Airport,medium_airport,IS,Vestmannaeyjar,63.42430114746094, -20.278900146484375
VPN,Vopnafjörður Airport,small_airport,IS,Vopnafjörður,65.72059631347656, -14.850600242614746
BJE,Baleela Airport,small_airport,SD,Baleela Base Camp,11.199444444400001, 28.5230555556
BJQ,Bahja Airport,small_airport,OM,Bahja,19.8730555556, 56.067777777799996
BJT,Bentota River Waterdrome,seaplane_base,LK,Bentota,6.431, 79.996
PRN,Priština Adem Jashari International Airport,medium_airport,XK,Prishtina,42.5728, 21.035801
BMH,Bomai Airport,small_airport,PG,Bomai,-6.37316666667, 144.637
BMQ,Bamburi Airport,small_airport,KE,Bamburi,-3.983363, 39.730982
BMZ,Bamu Airport,small_airport,PG,Bamu,-7.8485, 143.2433
